;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS;Bugs_Delivered
5435;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;26;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.22993560004599994;6.898068001379998;0.68141;75.42;26;37;154182.1;342;0.01;2044.23;8565.67;236;106;63;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;108;;46.0;0.42592592592592593;0.68141
5436;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;43;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.214099800642999;96.42299401928997;0.79106;58.91;38;37;139799.03;381;0.02;2373.18;7766.61;260;121;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1276;;643.0;0.5039184952978056;0.79106
5437;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;52;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.243811400848999;127.31434202546995;0.8323866666666666;55.07;43;37;137518.11;395;0.02;2497.16;7639.89;267;128;80;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1603;;849.0;0.5296319401122894;0.8323866666666666
5438;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;98;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.868916400773999;116.06749202321997;0.8194899999999999;55.06;42;37;135362.43;390;0.02;2458.47;7520.14;265;125;79;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1492;;774.0;0.5187667560321716;0.8194899999999999
5439;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;61;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.509017200701999;105.27051602105996;0.7902333333333332;63.21;36;37;149848.17;383;0.02;2370.7;8324.9;260;123;73;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1374;;702.0;0.5109170305676856;0.7902333333333332
5440;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;44;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.10996920002199997;3.299076000659999;0.67215;80.94;24;37;163206.48;340;0.01;2016.45;9067.03;235;105;61;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;56;;22.0;0.39285714285714285;0.67215
5441;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;68;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.8189304007639993;114.56791202291997;0.8194899999999999;55.06;42;37;135362.43;390;0.02;2458.47;7520.14;265;125;79;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1493;;764.0;0.5117213663764233;0.8194899999999999
5442;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;41;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.4645898002929996;43.93769400878999;0.73347;63.35;33;37;139392.8;359;0.02;2200.41;7744.04;246;113;70;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;616;;293.0;0.47564935064935066;0.73347
5443;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;85;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.848922000769999;115.46766002309997;0.8110866666666667;55.06;42;37;133974.1;386;0.02;2433.26;7443.01;261;125;79;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1496;;770.0;0.5147058823529411;0.8110866666666667
5444;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;79;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.2041026006409994;96.12307801922996;0.79106;58.91;38;37;139799.03;381;0.02;2373.18;7766.61;260;121;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1269;;641.0;0.5051221434200157;0.79106
5445;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;71;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.113847800822999;123.41543402468996;0.8370766666666667;52.21;45;37;131114.27;395;0.02;2511.23;7284.13;268;127;82;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1590;;823.0;0.5176100628930818;0.8370766666666667
5446;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;63;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.0194344004039997;60.58303201211998;0.7620733333333333;65.59;33;37;149955.42;373;0.02;2286.22;8330.86;256;117;70;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;818;;404.0;0.4938875305623472;0.7620733333333333
5447;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;20;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.113847800822999;123.41543402468996;0.83052;53.4;44;37;133043.7;393;0.02;2491.56;7391.32;266;127;81;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1586;;823.0;0.5189155107187894;0.83052
5448;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;74;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.224097000644999;96.72291001934997;0.7869066666666666;58.91;38;37;139065.18;379;0.02;2360.72;7725.84;258;121;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1275;;645.0;0.5058823529411764;0.7869066666666666
5449;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;72;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1394008004279996;64.18202401283997;0.7637633333333333;59.0;37;37;135186.01;369;0.02;2291.29;7510.33;251;118;74;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;846;;428.0;0.5059101654846335;0.7637633333333333
5450;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;86;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.34490340006899994;10.347102002069997;0.6873866666666666;76.13;26;37;157001.88;345;0.01;2062.16;8722.33;238;107;63;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;156;;69.0;0.4423076923076923;0.6873866666666666
5451;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;75;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.5695604003139996;47.08681200941999;0.7375566666666666;63.91;33;37;141409.8;361;0.02;2212.67;7856.1;247;114;70;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;643;;314.0;0.48833592534992226;0.7375566666666666
5452;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;55;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.0394288004079995;61.18286401223998;0.7679033333333334;58.5;37;37;134766.87;371;0.02;2303.71;7487.05;254;117;74;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;818;;408.0;0.49877750611246946;0.7679033333333334
5453;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;14;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.2840802006569993;98.52240601970998;0.8021499999999999;56.42;40;37;135783.72;384;0.02;2406.45;7543.54;262;122;77;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1304;;657.0;0.5038343558282209;0.8021499999999999
5454;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;47;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.21993840004399995;6.598152001319998;0.6807633333333333;78.44;25;37;160197.18;343;0.01;2042.29;8899.84;237;106;62;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;109;;44.0;0.4036697247706422;0.6807633333333333
5455;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;91;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.7048026001409998;21.144078004229993;0.7006033333333334;72.02;28;37;151367.59;349;0.01;2101.81;8409.31;240;109;65;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;307;;141.0;0.4592833876221498;0.7006033333333334
5456;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;64;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.143839400828999;124.31518202486997;0.8432;53.4;44;37;135074.9;399;0.02;2529.6;7504.16;272;127;81;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1603;;829.0;0.5171553337492202;0.8432
5457;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;11;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.474027000694999;104.22081002084997;0.8087233333333333;55.95;41;37;135746.9;386;0.02;2426.17;7541.49;262;124;78;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1385;;695.0;0.5018050541516246;0.8087233333333333
5458;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;49;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.9197424001839998;27.59227200551999;0.7223799999999999;66.24;31;37;143555.33;356;0.02;2167.14;7975.3;245;111;68;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;385;;184.0;0.4779220779220779;0.7223799999999999
5459;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;62;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.828927600765999;114.86782802297996;0.8194899999999999;55.06;42;37;135362.43;390;0.02;2458.47;7520.14;265;125;79;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1494;;766.0;0.5127175368139224;0.8194899999999999
5460;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;80;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.0594232004119997;61.782696012359985;0.7513500000000001;67.64;32;37;152465.05;369;0.01;2254.05;8470.28;252;117;69;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;820;;412.0;0.5024390243902439;0.7513500000000001
5461;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;39;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.10996920002199997;3.299076000659999;0.6701733333333333;80.94;24;37;162726.46;339;0.01;2010.52;9040.36;234;105;61;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;56;;22.0;0.39285714285714285;0.6701733333333333
5462;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;90;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.4745870002949997;44.237610008849984;0.7416433333333333;63.35;33;37;140945.93;363;0.02;2224.93;7830.33;250;113;70;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;623;;295.0;0.47351524879614765;0.7416433333333333
5463;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;53;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.5695604003139996;47.08681200941999;0.74412;62.03;34;37;138471.87;363;0.02;2232.36;7692.88;249;114;71;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;647;;314.0;0.4853168469860896;0.74412
5464;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;94;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.7842202005569994;83.52660601670998;0.7875266666666666;55.5;40;37;131123.11;377;0.02;2362.58;7284.62;257;120;77;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1081;;557.0;0.515263644773358;0.7875266666666666
5465;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;7;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1194064004239994;63.58219201271998;0.7720433333333334;59.0;37;37;136651.44;373;0.02;2316.13;7591.75;255;118;74;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;846;;424.0;0.5011820330969267;0.7720433333333334
5466;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;31;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.7147998001429998;21.443994004289994;0.70518;69.53;29;37;147102.84;350;0.01;2115.54;8172.38;241;109;66;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;308;;143.0;0.4642857142857143;0.70518
5467;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;93;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.174111000634999;95.22333001904997;0.7952133333333333;58.91;38;37;140532.89;383;0.02;2385.64;7807.38;262;121;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1276;;635.0;0.49764890282131663;0.7952133333333333
5468;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;38;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.5739990007149993;107.21997002144997;0.8131866666666666;54.62;42;37;133246.62;387;0.02;2439.56;7402.59;263;124;79;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1393;;715.0;0.5132806891600862;0.8131866666666666
5469;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;58;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.7147998001429998;21.443994004289994;0.7031633333333333;69.53;29;37;146682.54;349;0.01;2109.49;8149.03;240;109;66;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;314;;143.0;0.4554140127388535;0.7031633333333333
5470;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;78;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.7695044003539995;53.085132010619986;0.7572233333333334;59.61;36;37;135416.51;367;0.02;2271.67;7523.14;251;116;73;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;720;;354.0;0.49166666666666664;0.7572233333333334
5471;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;50;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1294036004259995;63.88210801277998;0.7712399999999999;62.37;35;37;144310.14;375;0.02;2313.72;8017.23;257;118;72;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;845;;426.0;0.5041420118343195;0.7712399999999999
5472;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;3;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.7747830001549998;23.243490004649992;0.7137766666666666;67.83;30;37;145253.52;353;0.01;2141.33;8069.64;243;110;67;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;326;;155.0;0.4754601226993865;0.7137766666666666
5473;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;13;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.34490340006899994;10.347102002069997;0.69;73.31;27;37;151761.67;345;0.01;2070.0;8431.2;238;107;64;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;154;;69.0;0.44805194805194803;0.69
5474;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;83;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.34490340006899994;10.347102002069997;0.69;73.31;27;37;151761.67;345;0.01;2070.0;8431.2;238;107;64;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;154;;69.0;0.44805194805194803;0.69
5475;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;1;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.7795016003559996;53.38504801067998;0.7547866666666667;61.31;35;37;138837.77;367;0.02;2264.36;7713.21;251;116;72;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;717;;356.0;0.496513249651325;0.7547866666666667
5476;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;21;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1194064004239994;63.58219201271998;0.7699733333333334;59.0;37;37;136285.08;372;0.02;2309.92;7571.39;254;118;74;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;846;;424.0;0.5011820330969267;0.7699733333333334
5477;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;32;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.4845842002969996;44.537526008909985;0.7396;63.35;33;37;140557.65;362;0.02;2218.8;7808.76;249;113;70;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;624;;297.0;0.47596153846153844;0.7396
5478;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;22;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.073859000814999;122.21577002444997;0.83284;52.21;45;37;130450.4;393;0.02;2498.52;7247.24;266;127;82;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1586;;815.0;0.5138713745271122;0.83284
5479;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;9;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.7847802001569998;23.543406004709993;0.7158;67.83;30;37;145665.0;354;0.01;2147.4;8092.5;244;110;67;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;329;;157.0;0.47720364741641336;0.7158
5480;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;6;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.7048026001409998;21.144078004229993;0.70921;69.53;29;37;147943.42;352;0.01;2127.63;8219.08;243;109;66;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;309;;141.0;0.4563106796116505;0.70921
5481;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;76;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.4545926002909997;43.63777800872999;0.7309866666666667;65.33;32;37;143261.98;359;0.02;2192.96;7959.0;246;113;69;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;619;;291.0;0.4701130856219709;0.7309866666666667
5482;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;18;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1394008004279996;64.18202401283997;0.7699733333333334;59.0;37;37;136285.08;372;0.02;2309.92;7571.39;254;118;74;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;840;;428.0;0.5095238095238095;0.7699733333333334
5483;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;16;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.0194344004039997;60.58303201211998;0.7568433333333334;61.84;35;37;140416.21;368;0.02;2270.53;7800.9;251;117;72;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;818;;404.0;0.4938875305623472;0.7568433333333334
5484;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;40;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.544007400708999;106.32022202126997;0.8108166666666666;55.95;41;37;136098.58;387;0.02;2432.45;7561.03;263;124;78;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1398;;709.0;0.5071530758226037;0.8108166666666666
5485;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;2;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1394008004279996;64.18202401283997;0.77445;57.45;38;37;133470.31;373;0.02;2323.35;7415.02;255;118;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;840;;428.0;0.5095238095238095;0.77445
5486;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;60;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.5595632003119997;46.786896009359985;0.74412;62.03;34;37;138471.87;363;0.02;2232.36;7692.88;249;114;71;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;640;;312.0;0.4875;0.74412
5487;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;99;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;1.2196584002439996;36.58975200731999;0.7238866666666666;69.07;30;37;149989.31;358;0.01;2171.66;8332.74;246;112;67;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;487;;244.0;0.5010266940451745;0.7238866666666666
5488;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;48;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.923901000784999;117.71703002354997;0.8260666666666666;54.21;43;37;134341.27;392;0.02;2478.2;7463.4;266;126;80;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1516;;785.0;0.5178100263852242;0.8260666666666666
5489;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;69;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1194064004239994;63.58219201271998;0.7699733333333334;59.0;37;37;136285.08;372;0.02;2309.92;7571.39;254;118;74;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;846;;424.0;0.5011820330969267;0.7699733333333334
5490;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;46;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.5148558001029999;15.445674003089996;0.6965866666666667;71.36;28;37;149119.42;347;0.01;2089.76;8284.41;239;108;65;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;227;;103.0;0.45374449339207046;0.6965866666666667
5491;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;24;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;3.509017200701999;105.27051602105996;0.8049933333333333;52.92;43;37;127797.19;382;0.02;2414.98;7099.84;259;123;80;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1372;;702.0;0.5116618075801749;0.8049933333333333
5492;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;95;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.1294036004259995;63.88210801277998;0.7675366666666668;60.64;36;37;139628.0;372;0.02;2302.61;7757.11;254;118;73;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;841;;426.0;0.5065398335315101;0.7675366666666668
5493;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;42;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.7542286005509995;82.62685801652998;0.7869066666666666;58.42;38;37;137915.88;379;0.02;2360.72;7661.99;259;120;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1084;;551.0;0.5083025830258303;0.7869066666666666
5494;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;37;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.133842200826999;124.01526602480996;0.8434366666666666;52.21;45;37;132110.07;398;0.02;2530.31;7339.45;271;127;82;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1588;;827.0;0.5207808564231738;0.8434366666666666
5495;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;10;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.3143518004629993;69.43055401388997;0.78068;57.93;38;37;135684.0;376;0.02;2342.04;7538.0;257;119;75;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;908;;463.0;0.5099118942731278;0.78068
5496;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;67;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.33490620006699995;10.047186002009997;0.6873866666666666;76.13;26;37;157001.88;345;0.01;2062.16;8722.33;238;107;63;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;153;;67.0;0.43790849673202614;0.6873866666666666
5497;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;35;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;2.0294316004059993;60.88294801217998;0.7592866666666667;60.12;36;37;136956.06;368;0.02;2277.86;7608.67;251;117;73;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;817;;406.0;0.4969400244798042;0.7592866666666667
5498;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;30;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;0.6848082001369998;20.544246004109993;0.70518;69.53;29;37;147102.84;350;0.01;2115.54;8172.38;241;109;66;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;309;;137.0;0.44336569579288027;0.70518
5499;Bambu;xc7vx690t-3ffg1930-Virtex-7;mergesort;int8_t;4;0.0;16.0;316.0;6576.0;6.106226635438361e-16;200.05601564436927;4.113847800822999;123.41543402468996;0.8415066666666666;51.08;46;37;128942.38;396;0.02;2524.52;7163.47;269;127;83;79;10;2;10;6;0;38;4;4;3;0;14;4;4;100.0;0;0;1;3;1;1;1584;;823.0;0.5195707070707071;0.8415066666666666
5500;Bambu;xc7vx690t-3ffg1930-Virtex-7;park_miller;int8_t;27;0.0;8.0;0.0;0.0;4.670999999;3039.5136685729085;0.0003290000009999998;0.009870000029999994;0.2956333333333333;25.3;15;23;22438.56;169;0.04;886.9;1246.59;136;33;38;10;1;1;1;0;0;6;2;2;1;0;3;2;2;100.0;1;3;0;0;0;1;11;;1.0;0.09090909090909091;0.2956333333333333
