,BugsDelivered,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Assignment,ExitPoint,Function.1,FunctionCall,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,BRAM
552,3.87344,137,36,876359.03,1563,0.01,11620.32,48686.61,989,574,173,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,5623.0,3.87344,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,19,5,1,76,0,4,15,35,33,8,0,63,0,15,20,15,41,4,0,58,0,41,24,22,24,0,0,61,0,24,8
553,2.439926667,119,36,396375.38,1006,0.02,7319.78,22020.85,648,358,155,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,2877.0,2.439926667,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,35,0,0,39,15,16,32,19,19,0,0,28,4,17,7,10,12,9,14,27,4,18,7,12,20,0,10,25,3,16,8
554,1.33608,65,36,218665.09,602,0.02,4008.24,12148.06,405,197,101,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,902.0,1.33608,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,16,7,0,14,3,9,5,2,7,2,4,0,1,0,7,3,4,7,0,3,0,1,2,1,5,4,2,0,0,0,8
555,4.08161,137,36,992635.85,1647,0.01,12244.83,55146.44,1030,617,173,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,6117.0,4.08161,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,23,34,4,61,0,41,25,18,25,3,0,72,0,40,20,35,31,8,8,52,0,31,13,20,30,10,0,50,1,23,8
556,5.67289,141,36,1872778.23,2279,0.01,17018.67,104043.24,1417,862,177,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,9170.0,5.67289,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,11,13,2,54,8,29,19,19,20,9,0,72,8,30,4,30,11,25,0,57,0,28,40,15,42,1,0,68,4,33,8
557,2.902716667,132,36,501114.45,1178,0.02,8708.15,27839.69,756,422,168,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,3756.0,2.902716667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,16,8,13,58,18,15,17,19,11,6,0,42,0,18,8,12,28,11,2,34,0,21,15,7,40,9,5,25,8,7,8
558,5.657956667,141,36,1867847.71,2273,0.01,16973.87,103769.32,1411,862,177,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,9115.0,5.657956667,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,27,7,0,72,0,11,3,35,10,18,0,62,0,31,35,36,20,32,0,55,0,24,15,16,11,16,0,104,0,29,8
559,1.228563333,59,36,204649.44,561,0.02,3685.69,11369.41,379,182,95,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,702.0,1.228563333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,6,4,1,0,8,4,1,2,2,1,3,2,0,2,2,3,5,1,1,1,0,3,1,1,1,0,0,1,0,8
560,0.97047,34,36,229658.83,475,0.01,2911.41,12758.82,326,149,70,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,275.0,0.97047,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
561,4.67936,139,36,1288877.69,1884,0.01,14038.08,71604.32,1175,709,175,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,7234.0,4.67936,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,50,10,0,80,0,26,12,10,20,9,0,72,0,28,29,32,17,0,0,55,0,4,15,23,22,11,3,70,0,27,8
562,1.46585,76,36,222886.41,646,0.02,4397.55,12382.58,432,214,112,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1125.0,1.46585,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,9,0,0,17,1,11,11,5,6,3,1,0,3,0,13,2,8,7,0,7,1,7,3,1,4,4,1,0,1,1,8
563,0.86698,22,36,291542.13,444,0.01,2600.94,16196.78,307,137,58,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,104.0,0.86698,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
564,0.92,28,36,251948.57,460,0.01,2760.0,13997.14,318,142,64,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,180.0,0.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
565,0.870886667,22,36,292855.38,446,0.01,2612.66,16269.74,309,137,58,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,106.0,0.870886667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
566,3.86661,136,36,881245.57,1562,0.01,11599.83,48958.09,988,574,172,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,5601.0,3.86661,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,10,15,4,73,10,32,21,21,16,12,0,62,0,14,12,9,19,39,0,44,0,28,27,46,22,18,0,52,0,37,8
567,1.248273333,59,36,207932.59,570,0.02,3744.82,11551.81,388,182,95,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,715.0,1.248273333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,0,1,0,4,2,0,3,2,1,0,0,0,3,1,2,2,0,0,1,1,0,0,2,1,1,0,0,0,8
568,1.33671,66,36,215453.22,601,0.02,4010.13,11969.62,404,197,102,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,905.0,1.33671,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,4,4,10,2,10,5,7,4,0,2,4,3,0,5,3,9,9,0,0,0,5,3,3,5,4,1,0,0,0,8
569,4.16771,139,36,998991.27,1678,0.01,12503.13,55499.52,1061,617,175,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,6164.0,4.16771,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,31,18,0,52,18,2,34,11,39,19,0,65,0,11,12,28,27,22,7,50,15,18,16,9,25,6,0,55,4,19,8
570,1.222606667,60,36,200263.2,557,0.02,3667.82,11125.73,375,182,96,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,702.0,1.222606667,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,8,3,10,0,6,5,1,7,2,3,1,0,0,6,2,4,2,1,1,0,1,2,2,2,3,1,1,1,0,8
571,1.046426667,43,36,207630.71,498,0.02,3139.28,11535.04,340,158,79,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,396.0,1.046426667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,6,1,2,1,3,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16
572,1.349563333,69,36,208067.46,603,0.02,4048.69,11559.3,406,197,105,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,902.0,1.349563333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,4,0,10,0,10,5,3,6,1,2,4,2,0,6,3,8,6,2,2,0,4,3,3,3,3,1,0,0,0,8
573,4.71165,139,36,1297771.22,1897,0.01,14134.95,72098.4,1188,709,175,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,7257.0,4.71165,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,12,5,3,67,0,31,31,5,37,13,0,77,3,35,31,14,24,12,0,53,6,26,4,33,1,5,14,57,4,12,8
574,1.145473333,52,36,201030.43,532,0.02,3436.42,11168.36,363,169,88,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,539.0,1.145473333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,1,0,0,2,1,0,2,2,2,0,0,0,1,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,8
575,1.13686,52,36,199518.92,528,0.02,3410.58,11084.38,359,169,88,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,538.0,1.13686,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,5,1,0,3,1,2,0,2,1,1,0,1,0,3,3,1,3,0,0,0,2,0,0,1,1,0,0,0,0,8
576,3.0985,133,36,574923.46,1256,0.02,9295.5,31940.19,799,457,169,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,4169.0,3.0985,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,17,0,46,3,27,26,12,26,20,0,59,0,9,12,24,22,6,0,35,14,40,9,17,21,14,2,30,6,22,8
577,1.741546667,94,36,254117.68,744,0.02,5224.64,14117.65,490,254,130,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1644.0,1.741546667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,3,1,0,35,0,18,11,16,13,0,0,5,0,5,12,11,13,8,0,8,7,17,10,3,11,9,3,2,0,7,8
578,1.586283333,84,36,237602.46,689,0.02,4758.85,13200.14,456,233,120,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1357.0,1.586283333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,8,0,12,2,10,4,9,16,0,1,8,0,0,6,3,12,6,0,10,6,7,5,6,4,4,0,0,2,1,8
579,3.36104,132,36,679235.69,1364,0.01,10083.12,37735.32,870,494,168,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,4549.0,3.36104,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,27,17,0,71,0,20,1,20,23,2,0,50,0,17,25,26,19,21,0,29,0,21,25,25,22,0,7,42,1,20,8
580,2.866993333,128,36,510414.31,1169,0.02,8600.98,28356.35,747,422,164,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,3642.0,2.866993333,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,16,14,12,60,0,33,11,16,28,0,0,51,0,29,15,25,26,11,0,53,19,35,13,18,14,0,0,22,0,26,8
581,1.741943333,95,36,251500.1,743,0.02,5225.83,13972.23,489,254,131,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1625.0,1.741943333,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,20,12,0,18,0,8,11,3,12,0,0,10,0,3,11,6,13,11,0,14,8,15,6,4,6,5,0,12,0,4,8
582,1.74768,98,36,244603.78,742,0.02,5243.04,13589.1,488,254,134,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1632.0,1.74768,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,19,4,1,21,0,1,14,5,13,0,0,13,0,8,7,14,13,12,0,10,2,9,8,4,5,5,0,4,1,5,8
583,5.30117,140,36,1654192.05,2132,0.01,15903.51,91899.56,1323,809,176,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,8616.0,5.30117,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,40,0,0,67,0,37,14,63,10,7,0,51,0,43,24,0,39,5,0,68,0,33,34,9,27,7,0,62,0,19,8
584,4.689656667,141,36,1273391.35,1884,0.01,14068.97,70743.96,1175,709,177,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,7268.0,4.689656667,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,82,0,46,22,43,29,6,0,59,0,13,1,21,38,27,0,67,0,26,35,38,25,14,0,60,0,1,8
585,3.080133333,132,36,575844.73,1250,0.02,9240.4,31991.37,793,457,168,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,4164.0,3.080133333,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,32,14,0,67,0,27,22,16,23,10,0,57,0,13,14,7,14,2,3,56,0,18,22,26,22,1,0,55,11,17,8
586,2.42953,118,36,398030.97,1003,0.02,7288.59,22112.83,645,358,154,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,2916.0,2.42953,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,12,24,0,46,0,15,8,28,19,8,0,28,0,16,19,11,5,11,6,33,5,35,19,15,10,4,0,16,8,26,8
587,2.048666667,109,36,306510.71,856,0.02,6146.0,17028.37,554,302,145,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,2221.0,2.048666667,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,9,11,0,33,5,2,16,17,12,2,0,22,3,9,8,8,11,10,0,11,0,19,10,5,11,8,0,17,0,13,8
588,1.476343333,79,36,215957.36,647,0.02,4429.03,11997.63,433,214,115,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1117.0,1.476343333,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8,11,5,12,0,7,11,4,7,1,1,5,0,2,7,2,7,8,0,1,4,5,4,2,9,4,2,0,1,2,8
589,5.33598,140,36,1665054.47,2146,0.01,16007.94,92503.03,1337,809,176,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,8529.0,5.33598,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29,1,0,75,4,21,47,24,16,15,0,52,0,57,21,27,24,11,0,69,0,31,25,25,18,11,0,46,0,41,8
590,1.60287,85,36,237262.47,695,0.02,4808.61,13181.25,462,233,121,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,1344.0,1.60287,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,7,0,15,3,9,6,7,15,0,0,8,0,7,7,3,8,5,0,7,3,9,8,3,3,2,0,0,0,1,8
591,1.045486667,40,36,223002.28,502,0.01,3136.46,12389.02,344,158,76,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,388.0,1.045486667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16
592,3.368803333,134,36,670643.22,1364,0.02,10106.41,37257.96,870,494,170,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,4569.0,3.368803333,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,28,3,0,46,3,11,14,11,29,9,0,57,0,8,30,31,4,5,0,69,0,16,19,32,17,11,0,46,5,19,8
593,4.72655,139,36,1301875.93,1903,0.01,14179.65,72326.44,1194,709,175,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,7302.0,4.72655,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,29,0,0,71,0,34,28,10,29,0,4,71,0,5,6,32,30,7,0,87,0,35,47,13,40,3,0,41,0,24,8
594,5.652976667,141,36,1866204.2,2271,0.01,16958.93,103678.01,1409,862,177,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,9187.0,5.652976667,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,15,1,0,61,0,15,10,22,26,25,0,58,0,22,16,35,8,18,0,80,0,18,17,38,23,4,0,45,0,5,8
595,5.660446667,141,36,1868669.46,2274,0.01,16981.34,103814.97,1412,862,177,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,9108.0,5.660446667,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,30,0,6,59,0,21,24,23,14,8,0,45,0,36,12,19,16,7,0,56,1,34,15,14,27,11,0,62,0,20,8
596,2.41913,117,36,399714.59,1000,0.02,7257.39,22206.37,642,358,153,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,2945.0,2.41913,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,24,10,0,37,0,21,21,15,22,5,0,38,3,6,10,29,20,21,0,25,5,14,17,5,20,0,4,24,0,18,8
597,3.584033333,139,36,742126.8,1443,0.01,10752.1,41229.27,910,533,175,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,5095.0,3.584033333,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,30,15,0,47,0,9,24,19,49,1,1,68,0,34,14,9,11,10,3,60,1,16,6,26,12,7,0,31,0,46,8
598,5.344316667,141,36,1655828.4,2147,0.01,16032.95,91990.47,1338,809,177,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,8555.0,5.344316667,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,19,0,0,49,0,37,9,36,18,5,0,45,0,23,19,23,4,24,0,60,7,37,5,9,9,23,0,75,0,32,8
599,1.129663333,51,36,202143.18,526,0.02,3388.99,11230.18,357,169,87,70,15,2,15,8,29,3,3,2,18,3,3,100,0,0,1,3,1,539.0,1.129663333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,7,1,1,2,9,3,1,3,2,2,0,1,0,1,3,1,4,0,0,0,0,0,0,1,1,0,0,0,0,8
600,1.0745,100,26,70401.31,462,0.05,3223.5,3911.18,294,168,126,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,4667.0,1.0745,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,9,6,10,0,15,8,2,12,4,1,12,0,9,6,0,13,8,0,6,3,6,5,1,5,1,2,10,1,3,8
601,1.05613,90,26,76886.2,462,0.04,3168.39,4271.46,294,168,116,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,4700.0,1.05613,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,9,5,12,0,11,7,6,16,2,0,9,3,7,6,0,8,6,0,8,0,5,5,3,5,0,4,9,2,4,8
602,4.149583333,137,26,916663.83,1694,0.01,12448.75,50925.77,918,776,163,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,63996.0,4.149583333,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,21,5,54,0,20,13,23,12,26,9,53,0,28,12,14,17,12,10,54,0,15,3,20,4,26,7,46,0,22,8
603,1.585086667,107,26,157145.8,674,0.03,4755.26,8730.32,402,272,133,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,11431.0,1.585086667,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,5,4,11,26,0,12,3,19,10,7,6,31,6,12,13,20,3,9,5,15,0,6,4,11,10,5,8,14,0,12,8
604,1.613086667,119,26,143795.12,674,0.03,4839.26,7988.62,402,272,145,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,11509.0,1.613086667,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,7,0,7,20,0,11,6,17,7,1,4,14,3,15,8,19,12,13,5,12,0,9,4,10,22,6,0,9,0,9,8
605,3.38444,135,26,609123.98,1385,0.02,10153.32,33840.22,762,623,161,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,45258.0,3.38444,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,4,23,0,42,0,25,6,10,27,22,11,51,0,20,11,19,15,19,1,51,0,21,8,22,4,18,1,51,0,27,8
606,1.455096667,111,26,124233.79,615,0.04,4365.29,6901.88,372,243,137,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,9415.0,1.455096667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,10,8,13,26,0,8,6,22,9,0,4,16,6,20,7,4,10,11,4,19,0,2,8,8,12,5,7,13,0,6,8
607,3.63517,137,26,695405.53,1484,0.02,10905.51,38633.64,812,672,163,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,51125.0,3.63517,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,8,25,5,50,0,25,8,9,14,26,0,58,0,19,16,4,6,13,0,52,0,22,14,22,5,14,0,52,0,12,8
608,3.136686667,131,26,537881.95,1290,0.02,9410.06,29882.33,714,576,157,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,40098.0,3.136686667,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,11,14,0,49,0,19,16,7,8,22,0,45,0,21,8,15,6,16,0,43,0,20,15,18,11,20,5,46,0,17,8
609,4.421483333,137,26,1045955.47,1805,0.01,13264.45,58108.64,974,831,163,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,71003.0,4.421483333,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,14,12,53,0,23,6,14,12,25,0,51,0,28,8,9,3,21,0,45,0,18,11,13,11,17,3,57,0,25,8
610,0.463246667,25,26,45528.02,245,0.03,1389.74,2529.33,182,63,51,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,285.0,0.463246667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
611,2.11948,128,26,239583.97,875,0.03,6358.44,13310.22,504,371,154,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,19548.0,2.11948,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,8,14,0,46,0,12,15,9,10,3,4,35,9,12,7,23,13,27,3,31,0,16,19,13,8,1,5,28,0,12,8
612,1.308763333,103,26,107038.98,560,0.04,3926.29,5946.61,344,216,129,23,4,1,4,3,7,2,2,1,6,2,2,100,0,0,1,3,0,7597.0,1.308763333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,10,3,2,18,0,17,8,8,16,0,1,16,0,11,6,2,8,12,9,9,0,5,7,1,13,7,2,7,1,1,8
