,FUNCTION,DistinctOperators,ProgramLevel,Goto,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_7,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_15,M_VAL_16,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
975,bubblesort,30,0.03,0,100,0,0,0,0,-96,76,19,-99,-103,-40,116,36,61,46,-102,-109,97,110,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677
976,bubblesort,30,0.02,0,100,0,0,0,0,-25,34,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
977,bubblesort,30,0.02,0,100,0,0,0,0,14,-3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
978,bubblesort,30,0.03,0,100,0,0,0,0,50,77,4,-78,91,-36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
979,bubblesort,30,0.03,0,100,0,0,0,0,-45,93,-71,54,-96,-37,88,41,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
980,bubblesort,30,0.02,0,100,0,0,0,0,50,125,61,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
981,bubblesort,30,0.03,0,100,0,0,0,0,-46,6,-26,-11,2,57,-106,-61,82,4,81,113,-33,-53,-86,121,12,56,-123,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141
982,bubblesort,30,0.03,0,100,0,0,0,0,81,4,-17,-122,-116,122,-77,115,111,27,-74,-87,-120,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633
983,bubblesort,30,0.03,0,100,0,0,0,0,17,37,-46,82,28,-123,-57,-39,-124,33,-114,82,111,-104,15,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718
984,bubblesort,30,0.03,0,100,0,0,0,0,30,126,-37,58,102,87,-10,-21,-78,-5,82,31,-99,77,42,-116,45,-88,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160
985,bubblesort,30,0.02,0,100,0,0,0,0,-104,56,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
986,bubblesort,30,0.03,0,100,0,0,0,0,35,12,90,5,104,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
987,bubblesort,30,0.03,0,100,0,0,0,0,-24,-31,18,106,-44,85,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
988,bubblesort,30,0.03,0,100,0,0,0,0,83,-47,-117,-60,73,44,37,73,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329
989,bubblesort,30,0.02,0,100,0,0,0,0,-28,11,-56,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
990,bubblesort,30,0.03,0,100,0,0,0,0,0,100,-29,-55,13,75,-126,-24,10,40,45,10,47,68,-60,-72,-38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931
991,bubblesort,30,0.03,0,100,0,0,0,0,72,112,-3,116,102,74,126,124,-100,-73,26,-73,-85,-6,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792
992,bubblesort,30,0.03,0,100,0,0,0,0,57,126,31,92,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
993,bubblesort,30,0.03,0,100,0,0,0,0,-59,66,65,106,-16,-14,-115,18,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
994,bubblesort,30,0.03,0,100,0,0,0,0,123,-100,-67,-93,6,-2,-76,114,-87,2,-62,-86,68,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
995,bubblesort,30,0.03,0,100,0,0,0,0,-30,-97,-114,-5,-98,-58,34,77,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
996,bubblesort,30,0.03,0,100,0,0,0,0,127,108,-17,97,120,120,92,29,25,-31,127,59,-107,22,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
997,bubblesort,30,0.03,0,100,0,0,0,0,-126,109,37,-13,54,-95,29,-18,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
998,bubblesort,30,0.03,0,100,0,0,0,0,59,111,-15,-74,118,91,-14,127,-40,34,2,-95,-115,107,-36,42,-124,-63,25,-45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302
999,bubblesort,30,0.03,0,100,0,0,0,0,-22,103,-82,51,73,112,108,101,65,-12,-70,70,-58,51,-20,-18,-21,-56,24,-85,-98,79,124,-126,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811
1000,shell_sort,35,0.02,0,100,0,0,0,0,8,-99,107,-31,86,91,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
1001,shell_sort,35,0.02,0,100,0,0,0,0,1,21,74,98,-52,36,47,-33,15,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
1002,shell_sort,35,0.02,0,100,0,0,0,0,6,51,-109,110,-126,-36,51,-111,-82,105,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
1003,shell_sort,35,0.02,0,100,0,0,0,0,118,34,97,72,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
1004,shell_sort,35,0.03,0,100,0,0,0,0,102,-13,19,-3,20,-58,-8,-13,-41,-108,-107,-17,-8,126,71,-121,78,-12,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443
1005,shell_sort,35,0.02,0,100,0,0,0,0,-58,-18,-92,66,-22,58,11,-122,33,-80,95,82,-27,-27,-65,62,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
1006,shell_sort,35,0.02,0,100,0,0,0,0,-101,96,-9,46,-56,17,20,-71,-126,122,-4,-36,-96,-37,9,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
1007,shell_sort,35,0.02,0,100,0,0,0,0,75,-71,101,-57,-87,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
1008,shell_sort,35,0.03,0,100,0,0,0,0,-58,-12,-76,53,124,-41,68,82,-11,61,-103,94,-32,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
1009,shell_sort,35,0.02,0,100,0,0,0,0,29,46,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1010,shell_sort,35,0.02,0,100,0,0,0,0,-119,48,49,-3,60,83,37,25,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
1011,shell_sort,35,0.02,0,100,0,0,0,0,97,95,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
1012,shell_sort,35,0.02,0,100,0,0,0,0,-60,94,-115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
1013,shell_sort,35,0.02,0,100,0,0,0,0,11,71,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
1014,shell_sort,35,0.03,0,100,0,0,0,0,-8,24,49,-10,39,-83,64,-99,10,51,52,-108,108,44,46,11,-76,-3,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
1015,shell_sort,35,0.02,0,100,0,0,0,0,35,-46,73,111,-83,25,-121,-63,-98,31,122,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
1016,shell_sort,35,0.02,0,100,0,0,0,0,-102,-121,120,104,86,-36,-4,-83,-71,-123,70,-121,-60,-88,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
1017,shell_sort,35,0.03,0,100,0,0,0,0,74,-79,126,-119,-37,66,1,-121,109,117,93,-112,-47,-113,-81,-24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
1018,shell_sort,35,0.02,0,100,0,0,0,0,-108,11,-63,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
1019,shell_sort,35,0.02,0,100,0,0,0,0,102,-99,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
1020,shell_sort,35,0.02,0,100,0,0,0,0,-37,-49,31,68,-69,-71,-102,84,30,-125,47,-82,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
1021,shell_sort,35,0.02,0,100,0,0,0,0,-9,-115,44,-43,-91,-76,58,-66,-16,-10,4,-3,31,-10,-66,-8,103,44,16,72,117,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
1022,shell_sort,35,0.02,0,100,0,0,0,0,23,12,-115,33,62,104,29,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
1023,shell_sort,35,0.02,0,100,0,0,0,0,-82,54,-25,-115,3,-95,72,-112,-76,-118,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
1024,shell_sort,35,0.02,0,100,0,0,0,0,25,63,-9,47,5,10,-70,125,77,-27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
1025,shell_sort,35,0.02,0,100,0,0,0,0,-111,18,41,79,13,111,-102,-16,-81,-122,118,75,-56,-45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
1026,shell_sort,35,0.03,0,100,0,0,0,0,63,88,-93,-40,-59,-10,-83,16,69,79,32,117,-95,0,-120,64,-16,30,-113,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
1027,shell_sort,35,0.02,0,100,0,0,0,0,36,72,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1028,shell_sort,35,0.02,0,100,0,0,0,0,-85,-40,99,115,-36,93,-103,83,2,55,11,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
1029,shell_sort,35,0.02,0,100,0,0,0,0,-126,-46,10,9,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1030,shell_sort,35,0.03,0,100,0,0,0,0,-126,-42,17,21,65,-126,16,-108,85,-110,25,-1,-42,104,-5,91,111,96,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
1031,shell_sort,35,0.02,0,100,0,0,0,0,77,122,12,40,121,85,46,-74,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
1032,shell_sort,35,0.02,0,100,0,0,0,0,-101,-1,114,-77,-1,-126,103,115,72,-74,-1,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
1033,shell_sort,35,0.02,0,100,0,0,0,0,18,-91,87,-45,-4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1034,shell_sort,35,0.02,0,100,0,0,0,0,-126,-101,31,34,17,-27,-52,44,36,121,-46,32,-57,-121,-126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
1035,shell_sort,35,0.02,0,100,0,0,0,0,-117,-110,-107,29,-51,-9,39,-110,-16,-79,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
1036,shell_sort,35,0.03,0,100,0,0,0,0,-85,-29,-47,8,48,-104,77,11,7,-11,-5,-106,117,-56,-75,33,-21,-22,-81,-18,16,-118,114,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
1037,shell_sort,35,0.02,0,100,0,0,0,0,-114,-20,107,47,31,45,45,-121,27,46,45,-29,-123,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
1038,shell_sort,35,0.02,0,100,0,0,0,0,-96,10,-12,-126,-83,110,51,54,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
1039,shell_sort,35,0.02,0,100,0,0,0,0,59,-15,88,58,11,-74,4,-2,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
1040,shell_sort,35,0.02,0,100,0,0,0,0,62,-58,24,111,-126,-88,-58,-67,-87,97,-50,-23,-11,-70,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
1041,shell_sort,35,0.02,0,100,0,0,0,0,-7,84,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1042,shell_sort,35,0.02,0,100,0,0,0,0,-21,0,-105,-90,37,-28,82,-51,94,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
1043,shell_sort,35,0.02,0,100,0,0,0,0,-36,-32,123,-52,-56,-120,-70,-97,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
1044,shell_sort,35,0.02,0,100,0,0,0,0,57,-57,29,103,-85,-46,8,29,-39,84,-29,84,22,42,-115,116,-32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
1045,shell_sort,35,0.02,0,100,0,0,0,0,-8,-13,32,83,-59,-31,-82,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
1046,shell_sort,35,0.02,0,100,0,0,0,0,95,64,113,-8,-70,-28,-53,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
1047,shell_sort,35,0.03,0,100,0,0,0,0,-42,-28,-57,-75,94,-20,18,-123,100,4,-18,70,-117,79,-96,123,63,105,-48,83,-39,113,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552
1048,shell_sort,35,0.02,0,100,0,0,0,0,58,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1049,shell_sort,35,0.03,0,100,0,0,0,0,-14,118,82,-39,-13,112,77,-61,-63,-118,-83,-96,-91,32,-105,120,-66,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
1050,shell_sort,35,0.02,0,100,0,0,0,0,-14,82,106,5,121,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
1051,shell_sort,35,0.03,0,100,0,0,0,0,35,-98,-23,53,-66,-81,-103,-60,64,-63,-26,32,-125,-75,-22,103,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397
1052,shell_sort,35,0.02,0,100,0,0,0,0,24,-122,5,46,41,17,27,-43,24,-49,30,71,-25,-90,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
1053,shell_sort,35,0.02,0,100,0,0,0,0,-29,42,1,94,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
1054,shell_sort,35,0.02,0,100,0,0,0,0,25,56,31,-22,-124,93,41,25,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
1055,shell_sort,35,0.03,0,100,0,0,0,0,48,-9,19,4,-28,-110,17,-47,73,26,-21,-123,-76,-48,-29,65,125,2,23,98,2,106,-81,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589
1056,shell_sort,35,0.03,0,100,0,0,0,0,-124,109,7,-15,-70,-5,-55,29,83,57,-38,-58,90,82,-5,-27,-51,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
1057,shell_sort,35,0.03,0,100,0,0,0,0,107,-123,118,83,8,-87,-52,118,67,-47,-61,-21,-61,13,-80,-24,51,0,61,-40,2,-78,46,-26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604
1058,shell_sort,35,0.03,0,100,0,0,0,0,49,113,-105,20,2,-12,3,46,6,-90,-31,8,95,75,113,47,-73,-15,-43,41,-103,106,-23,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592
1059,shell_sort,35,0.02,0,100,0,0,0,0,-88,43,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1060,shell_sort,35,0.02,0,100,0,0,0,0,85,86,-56,75,67,-85,-20,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
1061,shell_sort,35,0.02,0,100,0,0,0,0,6,108,-71,-68,70,-70,-45,64,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
1062,shell_sort,35,0.03,0,100,0,0,0,0,-26,-30,119,43,-53,14,10,52,-13,-6,17,-25,-73,-93,112,45,108,-51,-16,-105,-84,19,-29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
1063,shell_sort,35,0.02,0,100,0,0,0,0,-102,-73,-75,112,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
1064,shell_sort,35,0.02,0,100,0,0,0,0,65,-99,10,-4,52,-22,-6,-9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
1065,shell_sort,35,0.02,0,100,0,0,0,0,-96,-85,112,-1,120,-116,29,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
1066,shell_sort,35,0.02,0,100,0,0,0,0,-99,-89,-51,-59,123,-30,-114,-93,-118,-73,-89,-49,-19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
1067,shell_sort,35,0.02,0,100,0,0,0,0,39,1,-36,-46,94,50,-44,19,99,119,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
1068,shell_sort,35,0.02,0,100,0,0,0,0,-7,-40,38,-46,-117,-124,-97,-27,-25,-32,104,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
1069,shell_sort,35,0.02,0,100,0,0,0,0,56,62,126,71,-37,32,-48,25,-38,-105,-35,68,82,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
1070,shell_sort,35,0.03,0,100,0,0,0,0,-39,58,82,-81,-32,-112,126,-96,-109,114,111,-104,-13,-34,110,107,40,-27,-26,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478
1071,shell_sort,35,0.02,0,100,0,0,0,0,-4,45,60,86,118,-69,59,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
1072,shell_sort,35,0.02,0,100,0,0,0,0,-114,-121,88,-110,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
1073,shell_sort,35,0.02,0,100,0,0,0,0,-54,-103,71,-115,43,112,-46,-1,-18,-18,-31,-108,-72,-104,4,-76,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
1074,shell_sort,35,0.02,0,100,0,0,0,0,-65,63,75,-78,-1,-61,-43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
1075,shell_sort,35,0.03,0,100,0,0,0,0,18,-22,101,-108,90,-125,-50,14,-53,-80,83,23,-20,-83,-66,-49,27,-12,-14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
1076,shell_sort,35,0.03,0,100,0,0,0,0,-40,116,-6,-111,64,22,24,-55,40,-116,86,19,-53,16,69,107,-43,-101,52,-55,-5,-121,32,-22,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
1077,shell_sort,35,0.02,0,100,0,0,0,0,-121,92,-24,-23,-46,41,105,-118,107,32,107,-102,-126,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
1078,shell_sort,35,0.02,0,100,0,0,0,0,-68,110,-123,50,114,-13,-9,0,68,87,-123,101,-31,-59,24,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
1079,shell_sort,35,0.02,0,100,0,0,0,0,116,48,-49,-48,-21,93,10,66,-59,-20,-71,116,-8,-23,-116,29,-125,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
