;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;V_VAL_1;V_VAL_2;V_VAL_3;V_VAL_4;V_VAL_5;V_VAL_6;V_VAL_7;V_VAL_8;V_VAL_9;V_VAL_10;V_VAL_11;V_VAL_12;V_VAL_13;V_VAL_14;V_VAL_15;V_VAL_16;V_VAL_17;V_VAL_18;V_VAL_19;V_VAL_20;V_VAL_21;V_VAL_22;V_VAL_23;V_VAL_24;V_VAL_25;V_VAL_26;V_VAL_27;V_VAL_28
2371;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;50;33;-68;3;88;-65;60;44;-117;-92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2372;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;3;-87;33;-84;36;-83;-48;-98;-93;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2373;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;13;-115;-26;10;103;69;-53;62;88;69;32;-100;-90;90;115;25;-98;4;-24;70;0;0;0;0;0;0;0;0;0
2374;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;83;-54;-115;28;75;79;-83;24;50;12;102;33;0;-30;-94;-37;-51;-69;-96;79;17;-125;-29;-32;84;101;127;0;0
2375;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;1;124;59;-69;-51;63;62;-97;117;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2376;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;21;81;26;64;17;-111;58;-97;54;115;-22;87;107;-2;21;-86;-63;-49;-86;9;5;-72;-72;-9;-22;111;-51;106;0
2377;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;32;-90;45;6;69;73;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2378;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;22;-2;-33;36;84;112;78;103;-95;61;1;43;-64;-86;-78;7;-5;5;112;-29;36;68;17;-88;-55;5;127;-73;0
2379;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;9;-112;120;117;-86;95;64;18;-125;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2380;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;6;70;-115;-78;-21;106;120;-44;-50;-35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2381;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;76;9;105;118;66;-76;-94;-50;-4;64;34;59;3;111;92;12;0;0;0;0;0;0;0;0;0;0;0;0;0
2382;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;18;-59;73;-86;116;-84;-122;122;-88;-82;-57;-56;46;-48;-38;-2;63;-114;-17;94;0;0;0;0;0;0;0;0;0
2383;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;16;80;-61;-76;10;-107;57;77;38;-115;-68;-50;73;19;69;0;-23;-25;-65;81;0;0;0;0;0;0;0;0;0
2384;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;40;-110;40;-38;-69;1;-65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2385;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;2;2;38;85;-112;106;-84;95;-125;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2386;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;60;107;-46;44;-46;45;-99;-116;-5;68;120;-120;-70;-95;83;-13;-91;-127;0;0;0;0;0;0;0;0;0;0;0
2387;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;99;-34;-113;35;117;126;84;-80;-115;100;-115;121;-30;-67;13;66;0;0;0;0;0;0;0;0;0;0;0;0;0
2388;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;48;71;32;42;-36;-71;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2389;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;69;25;-43;-42;-29;20;-16;66;56;-38;58;96;17;-114;-67;8;-60;103;0;0;0;0;0;0;0;0;0;0;0
2390;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;46;109;47;41;31;-21;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2391;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;24;56;-44;120;-90;-28;-120;56;122;95;-80;-20;-23;-105;20;-119;19;-59;-27;-124;-32;9;-51;-12;118;76;-115;-7;0
2392;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;95;12;62;-125;-90;13;-24;31;-114;-98;-73;124;92;2;18;125;0;0;0;0;0;0;0;0;0;0;0;0;0
2393;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;42;13;-102;-43;9;16;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2394;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;37;102;96;-68;-93;112;-66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2395;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;10;106;-81;-76;-126;-23;-72;11;-93;50;-47;-66;5;-77;-16;18;40;34;11;14;0;0;0;0;0;0;0;0;0
2396;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;67;81;-54;-11;-56;-112;13;-84;-15;-104;44;-117;18;75;-20;-67;-117;-124;0;0;0;0;0;0;0;0;0;0;0
2397;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;35;35;15;-59;-119;38;-86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2398;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;30;3;-59;-53;-95;49;-113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2399;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;4;-98;18;60;-107;-87;-12;51;-119;-124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2400;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;27;-89;59;36;-56;109;-41;-43;-64;-88;97;120;58;-21;-122;-101;-92;-9;-3;-54;31;116;-105;0;-103;-44;122;-84;-18
2401;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;84;84;-79;-64;-24;47;-81;-14;125;58;-119;55;-11;24;117;81;30;106;7;-32;67;96;-115;79;-110;0;0;0;0
2402;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;65;62;-80;56;39;88;-36;1;1;-12;-78;46;-10;-88;-110;-46;121;103;68;-38;-94;124;81;-112;-23;0;0;0;0
2403;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;96;-79;71;-105;16;-67;-107;73;-65;29;-88;6;-54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2404;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;28;78;-124;-121;8;50;92;30;23;18;113;-91;-22;-97;-5;110;23;2;90;52;-25;-54;77;5;-60;-62;22;-75;0
2405;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;54;85;-14;-52;99;-100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2406;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;15;89;-54;-110;-94;0;51;-36;41;14;-87;-72;-89;78;-9;-120;68;-27;74;-58;117;-42;0;0;0;0;0;0;0
2407;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;87;19;-8;-114;-56;42;-80;66;-33;-22;77;41;127;11;36;14;-17;66;-7;59;-119;-82;-49;0;0;0;0;0;0
2408;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;59;-28;-123;-122;-113;-24;51;70;102;40;-114;81;-86;60;-66;-55;96;38;89;126;-5;-108;0;0;0;0;0;0;0
2409;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;5;-88;103;6;-97;0;-34;59;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2410;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;92;-59;-18;120;-93;7;-9;-95;-32;118;80;-2;-30;85;124;-82;-81;53;-82;-56;71;0;0;0;0;0;0;0;0
2411;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;0;91;-55;23;45;-115;53;-75;115;68;-93;-87;-47;102;-53;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2412;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;77;60;64;5;-85;123;10;-103;20;-16;26;16;-97;97;-67;2;-123;19;-109;106;-40;18;25;9;-41;27;-114;-46;0
2413;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;17;31;46;98;25;44;-23;-33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2414;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;12;-95;-88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2415;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;33;-99;103;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2416;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;25;-78;57;-77;-18;-91;-56;-43;94;69;-45;73;-40;-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2417;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;19;16;122;-17;-81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2418;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;97;76;1;-123;33;29;-114;-60;-32;-84;106;-116;-39;124;-43;-125;-103;-20;-48;69;-57;75;-24;-67;29;76;30;0;0
2419;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;81;-73;-104;-83;96;-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2420;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;8;-23;-6;92;21;-100;-79;-38;-86;50;101;-121;46;-45;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2421;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;73;-43;-37;100;-122;-109;-29;-21;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2422;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;89;-53;59;69;43;-10;79;-113;28;69;102;-14;14;-41;4;41;102;-39;32;8;50;-7;76;-102;0;0;0;0;0
2423;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;82;-7;112;-103;35;52;61;121;-120;79;-84;-70;-75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2424;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;34;67;79;90;-120;-102;0;36;-92;90;3;48;-78;-121;-7;37;-11;-97;99;0;0;0;0;0;0;0;0;0;0
2425;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;70;-8;-109;-54;-106;-111;72;-120;-69;-53;57;-95;103;12;4;-40;-57;-62;-102;40;120;0;0;0;0;0;0;0;0
2426;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;29;57;-75;-80;-103;-23;-28;68;-101;73;-97;-60;122;35;69;-2;-96;-41;4;-23;-72;120;-19;97;-59;110;-43;0;0
2427;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;51;-29;42;-52;80;-7;10;30;-35;-18;61;-94;118;104;-6;-98;22;-95;0;0;0;0;0;0;0;0;0;0;0
2428;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;57;-104;-20;-71;63;22;-124;-68;84;-35;35;-61;-113;-98;75;-99;-39;-46;91;0;0;0;0;0;0;0;0;0;0
2429;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;88;-79;33;-120;-19;104;-18;-77;-123;-76;53;67;53;-104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2430;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;23;-92;-29;61;42;78;-62;51;-25;109;-105;-98;-43;13;40;110;-79;116;93;48;118;-83;108;-29;8;-91;-122;0;0
2431;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;45;-100;-83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2432;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;66;-31;98;-34;56;105;75;93;34;107;-69;80;53;-80;-123;-91;0;0;0;0;0;0;0;0;0;0;0;0;0
2433;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;36;-5;126;9;9;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2434;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;56;-96;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2435;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;26;-19;-122;62;-48;112;-63;115;6;43;62;73;-26;118;64;-83;-121;-26;-110;-88;33;-112;71;-71;110;-125;-7;0;0
2436;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;43;85;-68;-88;122;51;116;103;-125;-125;45;119;-86;38;-43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2437;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;52;-103;-98;11;-89;92;83;120;75;126;32;-49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2438;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;98;-87;22;69;-59;22;116;4;80;101;-81;-28;-63;-47;-14;-48;-47;107;-110;96;82;-92;-2;93;72;118;0;0;0
2439;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;61;-5;87;94;-91;23;-28;115;-121;-86;-48;-82;-9;-117;28;-4;-112;-66;103;0;0;0;0;0;0;0;0;0;0
2440;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;44;-39;13;37;-102;-88;102;-3;44;-102;49;-113;-79;-103;93;14;5;-55;-27;-88;-50;122;0;0;0;0;0;0;0
2441;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;68;102;-12;45;-93;34;-16;-46;-126;-6;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2442;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;41;-41;92;-89;102;122;116;-24;-27;-9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2443;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;85;-71;-59;-41;-98;21;29;-47;-49;94;-56;-14;71;-42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2444;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;79;48;125;106;91;-124;-83;-44;29;-100;-60;68;-89;67;124;-51;-94;-87;4;0;0;0;0;0;0;0;0;0;0
2445;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;71;58;-33;74;30;-31;-4;91;-78;36;-110;-62;63;120;95;81;-85;-28;-63;106;106;15;-22;-111;61;74;0;0;0
2446;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;63;-58;123;59;2;86;-125;105;-61;-127;-38;-69;-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2447;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;20;-78;-51;120;-32;17;56;-28;-12;123;-64;124;-67;118;-101;-53;18;-91;34;-3;-96;65;-63;0;0;0;0;0;0
2448;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;74;102;97;-114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2449;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;72;86;-87;-25;89;-54;93;120;-49;55;-101;3;-61;-37;-49;-56;-59;35;-89;15;9;-92;-94;0;0;0;0;0;0
2450;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;86;-80;65;-53;39;-86;18;74;26;11;92;0;-126;80;31;12;46;-106;27;-87;-120;-121;52;-17;-125;99;0;0;0
2451;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;75;124;-52;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2452;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;55;64;-68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2453;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;14;47;-54;-11;58;57;-57;-18;91;-110;-62;61;38;-41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2454;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;47;-68;4;-114;1;-21;-43;-81;102;64;-93;-77;-63;115;0;-114;79;-89;-8;-49;-76;-85;-125;-99;121;-68;-70;-93;-27
2455;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;91;87;-29;114;104;-54;-60;-8;-19;-40;-99;-37;102;-93;126;-101;86;-63;0;0;0;0;0;0;0;0;0;0;0
2456;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;64;60;-47;99;16;66;-52;5;-67;84;90;-31;-95;-119;-11;-94;29;32;46;-105;-30;58;-3;0;0;0;0;0;0
2457;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;11;105;97;-24;-127;-86;-86;-82;103;6;64;67;68;1;115;-104;57;0;0;0;0;0;0;0;0;0;0;0;0
2458;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;49;-87;31;13;-51;-92;-122;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2459;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;62;-36;-44;-80;-79;17;112;-68;95;-106;112;62;122;-123;66;4;77;-69;-9;86;93;0;0;0;0;0;0;0;0
2460;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;80;4;-88;-8;21;-104;-23;76;79;102;38;111;-114;112;23;32;13;43;-119;90;-78;-7;43;54;7;-112;60;103;0
2461;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;39;103;-89;-21;-75;124;-3;4;-94;-53;115;-86;-14;75;-53;52;23;17;106;-19;0;0;0;0;0;0;0;0;0
2462;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;90;121;90;-64;-114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2463;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;53;-112;-74;80;5;-109;-5;59;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2464;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;94;-22;50;112;-45;-74;69;-35;-17;-113;126;-41;51;81;104;-55;-72;72;0;0;0;0;0;0;0;0;0;0;0
2465;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;7;-36;67;107;-98;31;85;-58;-19;-105;-11;-105;25;113;41;-70;-110;91;1;0;0;0;0;0;0;0;0;0;0
2466;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;31;119;101;38;51;25;-113;-75;127;-92;101;-18;63;-77;-94;76;116;24;0;0;0;0;0;0;0;0;0;0;0
2467;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;93;29;127;-84;82;43;-37;-4;-89;-92;39;118;52;74;-24;115;-65;97;-14;74;32;-110;47;0;0;0;0;0;0
2468;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;38;-84;38;-78;-119;-31;-70;-117;94;-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2469;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;58;-97;-78;-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2470;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;78;-108;-37;-77;48;9;78;73;-88;-26;-121;102;48;34;-92;-52;0;0;0;0;0;0;0;0;0;0;0;0;0
2471;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;50;-14;36;-30;88;-15;101;103;-77;127;-107;66;-110;-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2472;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;3;-44;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2473;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;13;59;-98;-54;26;25;69;-69;-1;-20;-9;79;46;20;-123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2474;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;83;-8;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2475;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;1;-96;76;19;113;-99;-103;-40;116;36;61;33;49;46;-102;-109;97;110;5;0;0;0;0;0;0;0;0;0;0
2476;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;21;-25;34;107;-91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2477;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;32;14;-3;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2478;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;22;50;77;4;30;-78;91;-36;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2479;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;9;-45;93;-71;115;54;-96;-37;88;41;-77;53;-108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2480;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;6;50;125;61;5;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2481;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;76;-46;6;-26;-107;-11;2;57;-106;-61;82;-22;29;4;81;113;-33;-53;-86;121;12;56;-123;-50;0;0;0;0;0
2482;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;18;81;4;-17;41;-122;-116;122;-77;115;111;116;-119;27;-74;-87;-120;93;0;0;0;0;0;0;0;0;0;0;0
2483;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;16;17;37;-46;123;82;28;-123;-57;-39;-124;-86;54;33;-114;82;111;-104;15;101;0;0;0;0;0;0;0;0;0
2484;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;40;30;126;-37;47;58;102;87;-10;-21;-78;-82;-22;-5;82;31;-99;77;42;-116;45;-88;-51;0;0;0;0;0;0
2485;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;2;-104;56;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2486;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;60;35;12;90;5;5;104;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2487;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;99;-24;-31;18;-10;106;-44;85;-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2488;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;48;83;-47;-117;-76;-60;73;44;37;73;-100;-60;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2489;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;69;-28;11;-56;-46;-33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2490;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;46;0;100;-29;-13;-55;13;75;-126;-24;10;-110;61;40;45;10;47;68;-60;-72;-38;23;0;0;0;0;0;0;0
2491;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;24;72;112;-3;12;116;102;74;126;124;-100;54;38;-73;26;-73;-85;-6;-8;0;0;0;0;0;0;0;0;0;0
2492;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;95;57;126;31;-28;92;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2493;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;42;-59;66;65;-11;106;-16;-14;-115;18;-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2494;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;37;123;-100;-67;-50;-93;6;-2;-76;114;-87;25;85;2;-62;-86;68;-1;11;0;0;0;0;0;0;0;0;0;0
2495;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;10;-30;-97;-114;-7;-5;-98;-58;34;77;-105;-52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2496;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;67;127;108;-17;-47;97;120;120;92;29;25;-114;-122;-31;127;59;-107;22;-112;0;0;0;0;0;0;0;0;0;0
2497;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;35;-126;109;37;-24;-13;54;-95;29;-18;64;-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2498;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;30;59;111;-15;93;-74;118;91;-14;127;-40;-114;90;34;2;-95;-115;107;-36;42;-124;-63;25;-45;71;0;0;0;0
2499;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;4;-22;103;-82;-16;51;73;112;108;101;65;-13;-8;-12;-70;70;-58;51;-20;-18;-21;-56;24;-85;-98;79;124;-126;51
