;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;SS_VAL_1
3200;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;27;27
3201;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;84;26
3202;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;65;17
3203;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;96;15
3204;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;28;27
3205;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;54;9
3206;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;15;19
3207;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;87;26
3208;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;59;9
3209;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;5;9
3210;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;92;15
3211;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;0;9
3212;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;77;15
3213;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;17;19
3214;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;12;19
3215;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;33;6
3216;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;25;27
3217;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;19;19
3218;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;97;15
3219;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;81;26
3220;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;8;9
3221;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;73;15
3222;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;89;26
3223;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;82;26
3224;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;34;6
3225;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;70;15
3226;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;29;27
3227;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;51;9
3228;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;57;9
3229;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;88;26
3230;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;23;27
3231;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;45;6
3232;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;66;17
3233;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;36;6
3234;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;56;9
3235;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;26;27
3236;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;43;6
3237;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;52;9
3238;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;98;15
3239;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;61;17
3240;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;44;6
3241;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;68;17
3242;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;41;6
3243;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;85;26
3244;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;79;15
3245;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;71;15
3246;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;63;17
3247;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;20;27
3248;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;74;15
3249;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;72;15
3250;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;86;26
3251;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;75;15
3252;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;55;9
3253;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;14;19
3254;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;47;6
3255;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;91;15
3256;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;64;17
3257;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;11;19
3258;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;49;6
3259;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;62;17
3260;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;80;26
3261;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;39;6
3262;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;90;15
3263;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;53;9
3264;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;94;15
3265;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;7;9
3266;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;31;6
3267;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;93;15
3268;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;38;6
3269;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;58;9
3270;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;78;15
3271;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;50;9
3272;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;3;9
3273;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;13;19
3274;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;83;26
3275;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;1;9
3276;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;21;27
3277;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;32;6
3278;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;22;27
3279;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;9;9
3280;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;6;9
3281;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;76;15
3282;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;18;19
3283;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;16;19
3284;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;40;6
3285;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;2;9
3286;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;60;17
3287;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;99;15
3288;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;48;6
3289;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;69;17
3290;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;46;6
3291;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;24;27
3292;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;95;15
3293;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;42;6
3294;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;37;6
3295;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;10;19
3296;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;67;17
3297;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;35;6
3298;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;30;6
3299;Bambu;xc7vx690t-3ffg1930-Virtex-7;binarysearch;int8_t;4;9
3300;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;27;28
3301;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;84;24
3302;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;65;24
3303;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;96;12
3304;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;28;27
3305;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;54;5
3306;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;15;21
3307;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;87;22
3308;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;59;21
3309;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;5;8
3310;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;92;20
3311;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;0;14
3312;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;77;27
3313;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;17;7
3314;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;12;2
3315;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;33;3
3316;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;25;13
3317;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;19;4
3318;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;97;26
3319;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;81;5
3320;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;8;15
3321;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;73;8
3322;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;89;23
3323;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;82;12
3324;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;34;18
3325;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;70;20
3326;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;29;26
3327;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;51;17
3328;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;57;18
3329;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;88;13
3330;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;23;26
3331;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;45;2
3332;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;66;15
3333;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;36;5
3334;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;56;2
3335;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;26;26
3336;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;43;14
3337;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;52;11
3338;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;98;25
3339;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;61;18
3340;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;44;21
3341;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;68;10
3342;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;41;9
3343;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;85;13
3344;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;79;18
3345;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;71;25
3346;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;63;12
3347;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;20;22
3348;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;74;3
3349;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;72;22
3350;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;86;25
3351;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;75;3
3352;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;55;2
3353;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;14;13
3354;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;47;28
3355;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;91;17
3356;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;64;22
3357;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;11;16
3358;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;49;7
3359;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;62;20
3360;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;80;27
3361;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;39;19
3362;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;90;4
3363;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;53;8
3364;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;94;17
3365;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;7;18
3366;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;31;17
3367;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;93;22
3368;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;38;9
3369;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;58;3
3370;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;78;15
3371;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;50;13
3372;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;3;2
3373;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;13;14
3374;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;83;2
3375;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;1;18
3376;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;21;4
3377;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;32;3
3378;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;22;8
3379;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;9;12
3380;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;6;5
3381;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;76;23
3382;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;18;17
3383;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;16;19
3384;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;40;22
3385;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;2;3
3386;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;60;7
3387;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;99;8
3388;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;48;12
3389;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;69;5
3390;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;46;21
3391;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;24;18
3392;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;95;7
3393;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;42;10
3394;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;37;18
3395;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;10;11
3396;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;67;18
3397;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;35;11
3398;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;30;24
3399;Bambu;xc7vx690t-3ffg1930-Virtex-7;bubblesort;int8_t;4;28
3400;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;27;3
3401;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;84;15
3402;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;65;22
3403;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;96;26
3404;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;28;26
3405;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;54;25
3406;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;15;9
3407;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;87;22
3408;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;59;27
3409;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;5;3
3410;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;92;7
3411;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;0;23
3412;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;77;27
3413;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;17;6
3414;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;12;14
3415;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;33;27
3416;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;25;15
3417;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;19;27
3418;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;97;22
3419;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;81;14
3420;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;8;14
3421;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;73;28
3422;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;89;28
3423;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;82;18
3424;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;34;19
3425;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;70;11
3426;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;29;2
3427;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;51;16
3428;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;57;23
3429;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;88;18
3430;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;23;20
3431;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;45;18
3432;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;66;16
3433;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;36;27
3434;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;56;20
3435;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;26;16
3436;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;43;19
3437;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;52;27
3438;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;98;24
3439;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;61;9
3440;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;44;26
3441;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;68;18
3442;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;41;15
3443;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;85;9
3444;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;79;11
3445;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;71;11
3446;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;63;3
3447;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;20;2
3448;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;74;17
3449;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;72;7
3450;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;86;21
3451;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;75;6
3452;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;55;13
3453;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;14;23
3454;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;47;24
3455;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;91;14
3456;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;64;9
3457;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;11;19
3458;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;49;3
3459;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;62;10
3460;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;80;13
3461;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;39;15
3462;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;90;27
3463;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;53;21
3464;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;94;4
3465;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;7;21
3466;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;31;23
3467;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;93;4
3468;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;38;21
3469;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;58;23
3470;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;78;4
3471;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;50;12
3472;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;3;6
3473;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;13;26
3474;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;83;13
3475;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;1;5
3476;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;21;28
3477;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;32;17
3478;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;22;13
3479;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;9;28
3480;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;6;5
3481;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;76;10
3482;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;18;19
3483;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;16;7
3484;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;40;6
3485;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;2;11
3486;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;60;14
3487;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;99;8
3488;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;48;3
3489;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;69;26
3490;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;46;24
3491;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;24;18
3492;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;95;8
3493;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;42;11
3494;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;37;6
3495;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;10;6
3496;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;67;17
3497;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;35;13
3498;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;30;6
3499;Bambu;xc7vx690t-3ffg1930-Virtex-7;dijkstra;int8_t;4;5
3500;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;27;7
3501;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;84;3
3502;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;65;2
3503;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;96;9
3504;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;28;7
3505;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;54;7
3506;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;15;2
3507;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;87;9
3508;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;59;3
3509;Bambu;xc7vx690t-3ffg1930-Virtex-7;fft;int8_t;5;3
