,FUNCTION,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,ExitPoint,Function.1,FunctionCall,PointerDereferencing,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,BRAM
1115,straight_sort,0.366826667,42.35,17,32,46608.7,196,0.02,1100.48,2589.37,151,45,49,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,926688000000.0,0.366826667,6,0,0,67,71,52,63,58,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1116,straight_sort,0.37438,38.74,19,32,43506.91,198,0.03,1123.14,2417.05,152,46,51,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,25234179.0,0.37438,7,0,0,91,18,115,95,112,116,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1117,straight_sort,0.448,29.5,32,32,39648.0,224,0.03,1344.0,2202.67,165,59,64,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,297367000000000.0,0.448,20,0,0,57,66,94,6,89,19,34,5,102,92,22,55,77,53,31,52,45,91,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1118,straight_sort,0.368733333,40.0,18,32,44247.83,196,0.03,1106.2,2458.21,151,45,50,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,72.0,0.368733333,6,0,0,21,93,58,111,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1119,straight_sort,0.423856667,35.84,25,32,45573.07,218,0.03,1271.57,2531.84,162,56,57,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3.60288e+17,0.423856667,17,0,0,90,72,17,27,46,28,27,15,3,3,96,43,41,8,28,9,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1120,straight_sort,0.413963333,32.62,26,32,40504.78,212,0.03,1241.89,2250.27,159,53,58,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3331.0,0.413963333,14,0,0,107,61,88,5,17,2,42,57,54,19,66,91,96,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1121,straight_sort,0.446783333,33.1,29,32,44370.1,226,0.03,1340.35,2465.01,166,60,61,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.446783333,21,0,0,80,62,65,51,26,38,42,65,111,2,69,96,75,69,58,9,78,63,42,51,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1122,straight_sort,0.4577,29.58,33,32,40610.47,228,0.03,1373.1,2256.14,167,61,65,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,20993802243.0,0.4577,22,0,0,55,66,96,38,43,55,11,56,103,2,88,107,81,18,35,42,41,115,48,21,65,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1123,straight_sort,0.471463333,30.12,34,32,42598.05,234,0.03,1414.39,2366.56,170,64,66,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,1688850000000000.0,0.471463333,25,0,0,49,24,13,46,49,51,74,88,104,93,37,91,88,73,10,78,20,62,115,49,97,26,85,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1124,straight_sort,0.452,30.0,32,32,40680.0,226,0.03,1356.0,2260.0,166,60,64,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,50467023.0,0.452,21,0,0,35,67,57,76,54,94,44,67,110,56,61,111,71,31,41,69,24,39,60,115,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1125,straight_sort,0.42355,32.59,27,32,41413.81,216,0.03,1270.65,2300.77,161,55,59,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,7.86106e+18,0.42355,16,0,0,44,77,36,51,89,81,55,94,89,78,22,6,59,87,12,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1126,straight_sort,0.438873333,32.0,29,32,42131.96,222,0.03,1316.62,2340.66,164,58,61,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3.0,0.438873333,19,0,0,87,108,70,48,78,100,11,98,23,65,58,41,11,97,46,47,21,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1127,straight_sort,0.41608,34.56,25,32,43139.12,214,0.03,1248.24,2396.62,160,54,57,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,56774339.0,0.41608,15,0,0,91,97,101,12,24,51,23,45,36,5,14,14,33,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1128,straight_sort,0.433173333,32.57,28,32,42327.09,220,0.03,1299.52,2351.51,163,57,60,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,5374410000000.0,0.433173333,18,0,0,61,57,91,48,99,30,32,26,47,38,27,50,45,106,91,42,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1129,straight_sort,0.461713333,30.06,33,32,41638.29,230,0.03,1385.14,2313.24,168,62,65,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.461713333,23,0,0,106,29,39,77,62,26,16,104,48,62,62,3,72,96,24,64,99,76,17,103,52,115,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1130,straight_sort,0.43664,30.4,30,32,39821.66,220,0.03,1309.92,2212.31,163,57,62,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.43664,18,0,0,49,89,75,105,52,112,71,17,108,101,33,80,51,83,58,67,19,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1131,straight_sort,0.391333333,35.64,22,32,41836.99,204,0.03,1174.0,2324.28,155,49,54,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.391333333,10,0,0,85,31,37,43,91,15,110,20,67,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1132,straight_sort,0.425296667,31.43,28,32,40099.35,216,0.03,1275.89,2227.74,161,55,60,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.425296667,16,0,0,53,62,97,85,40,25,33,57,2,21,11,45,99,17,87,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1133,straight_sort,0.453686667,29.09,33,32,39594.33,226,0.03,1361.06,2199.69,166,60,65,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,12919555075.0,0.453686667,21,0,0,80,32,37,108,109,107,45,86,58,115,22,67,71,106,33,4,5,35,70,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1134,straight_sort,0.378163333,39.58,19,32,44901.72,200,0.03,1134.49,2494.54,153,47,51,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,119950000000000.0,0.378163333,8,0,0,25,17,6,87,14,76,87,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1135,straight_sort,0.474823333,28.44,36,32,40518.15,234,0.04,1424.47,2251.01,170,64,68,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.474823333,25,0,0,80,46,77,103,43,79,12,54,107,3,28,100,48,112,9,111,4,95,83,65,54,71,10,52,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1136,straight_sort,0.44458,31.47,30,32,41968.35,224,0.03,1333.74,2331.58,165,59,62,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,468555000000.0,0.44458,20,0,0,30,54,53,53,90,59,97,7,28,55,112,74,66,74,105,11,95,15,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1137,straight_sort,0.346143333,46.86,14,32,48657.85,188,0.02,1038.43,2703.21,147,41,46,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,16.0,0.346143333,2,0,0,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1138,straight_sort,0.43664,30.4,30,32,39821.66,220,0.03,1309.92,2212.31,163,57,62,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.43664,18,0,0,68,96,94,73,92,22,54,43,69,97,12,2,108,11,64,116,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1139,straight_sort,0.49198,27.49,39,32,40569.41,240,0.04,1475.94,2253.86,173,67,71,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.49198,28,0,0,34,69,13,98,42,114,103,4,30,105,106,66,107,41,113,15,41,78,49,77,71,19,104,35,70,45,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1140,straight_sort,0.446303333,30.45,31,32,40771.99,224,0.03,1338.91,2265.11,165,59,63,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,1798752976.0,0.446303333,20,0,0,11,81,75,41,18,6,87,52,69,66,73,99,13,13,8,47,94,57,30,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1141,straight_sort,0.37438,38.74,19,32,43506.91,198,0.03,1123.14,2417.05,152,46,51,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,14534228995.0,0.37438,7,0,0,34,40,55,61,77,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1142,straight_sort,0.471463333,30.12,34,32,42598.05,234,0.03,1414.39,2366.56,170,64,66,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,1688850000000000.0,0.471463333,25,0,0,3,102,100,84,43,115,48,15,46,64,15,74,13,78,38,101,40,71,99,107,83,2,13,88,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1143,straight_sort,0.41608,34.56,25,32,43139.12,214,0.03,1248.24,2396.62,160,54,57,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,952515000000000.0,0.41608,15,0,0,93,68,29,8,40,25,17,29,72,45,116,71,19,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1144,straight_sort,0.40855,36.87,23,32,45189.12,212,0.03,1225.65,2510.51,159,53,55,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,7.72559e+18,0.40855,14,0,0,109,93,4,114,77,113,30,104,28,104,63,10,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1145,straight_sort,0.485286667,30.63,35,32,44590.96,240,0.03,1455.86,2477.28,173,67,67,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,56774339.0,0.485286667,28,0,0,65,94,94,69,73,100,69,75,4,90,100,28,22,74,62,46,52,48,100,88,12,24,110,111,43,93,32,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1146,straight_sort,0.402643333,34.0,24,32,41069.61,208,0.03,1207.93,2281.65,157,51,56,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3.0,0.402643333,12,0,0,88,91,27,19,50,116,45,3,53,72,80,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1147,straight_sort,0.429233333,32.0,28,32,41206.47,218,0.03,1287.7,2289.25,162,56,60,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.429233333,17,0,0,56,39,56,111,74,113,88,44,26,52,2,6,18,35,85,100,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1148,straight_sort,0.37057,43.29,17,32,48130.61,198,0.02,1111.71,2673.92,152,46,49,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.37057,7,0,0,101,90,104,7,102,104,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1149,straight_sort,0.346143333,46.86,14,32,48657.85,188,0.02,1038.43,2703.21,147,41,46,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,16.0,0.346143333,2,0,0,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1150,straight_sort,0.475493333,30.59,34,32,43633.41,236,0.03,1426.48,2424.08,171,65,66,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,83886083.0,0.475493333,26,0,0,105,64,15,5,104,43,55,65,34,27,104,79,103,28,58,106,23,81,10,64,17,54,110,65,26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1151,straight_sort,0.406513333,34.67,24,32,42277.54,210,0.03,1219.54,2348.75,158,52,56,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3.0,0.406513333,13,0,0,89,12,29,73,107,33,83,92,55,63,66,110,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1152,straight_sort,0.433173333,32.57,28,32,42327.09,220,0.03,1299.52,2351.51,163,57,60,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3.0,0.433173333,18,0,0,80,57,16,112,52,96,51,24,51,103,34,50,14,80,75,89,93,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1153,straight_sort,0.44283,32.55,29,32,43244.48,224,0.03,1328.49,2402.47,165,59,61,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.44283,20,0,0,40,115,84,93,6,103,56,12,12,89,96,115,70,80,64,96,91,37,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1154,straight_sort,0.433173333,32.57,28,32,42327.09,220,0.03,1299.52,2351.51,163,57,60,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.433173333,18,0,0,22,94,20,40,91,28,47,110,60,6,110,77,110,69,30,115,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1155,straight_sort,0.43711,33.14,28,32,43461.21,222,0.03,1311.33,2414.51,164,58,60,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,464.0,0.43711,19,0,0,2,94,71,5,102,97,93,21,2,57,58,33,101,71,34,41,65,116,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1156,straight_sort,0.453686667,29.09,33,32,39594.33,226,0.03,1361.06,2199.69,166,60,65,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,6597070000000.0,0.453686667,21,0,0,14,98,6,32,42,8,3,101,107,33,63,73,91,52,17,100,47,26,64,58,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1157,straight_sort,0.488683333,28.97,37,32,42475.71,240,0.03,1466.05,2359.76,173,67,69,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,816.0,0.488683333,28,0,0,6,11,100,55,78,34,102,102,18,20,38,105,27,80,107,54,74,70,66,47,9,20,78,86,77,106,113,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1158,straight_sort,0.406513333,34.67,24,32,42277.54,210,0.03,1219.54,2348.75,158,52,56,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,14534228995.0,0.406513333,13,0,0,89,24,50,78,31,53,82,23,65,83,98,105,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1159,straight_sort,0.346143333,46.86,14,32,48657.85,188,0.02,1038.43,2703.21,147,41,46,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,7195590419.0,0.346143333,2,0,0,99,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1160,straight_sort,0.44283,32.55,29,32,43244.48,224,0.03,1328.49,2402.47,165,59,61,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.44283,20,0,0,81,105,73,82,19,44,77,98,39,33,114,75,90,21,16,19,33,50,71,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1161,straight_sort,0.37438,38.74,19,32,43506.91,198,0.03,1123.14,2417.05,152,46,51,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.37438,7,0,0,59,21,89,72,82,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1162,straight_sort,0.446303333,30.45,31,32,40771.99,224,0.03,1338.91,2265.11,165,59,63,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,1688850000000000.0,0.446303333,20,0,0,6,2,101,85,9,113,40,71,79,59,97,58,92,28,79,111,106,31,80,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1163,straight_sort,0.38003,37.6,20,32,42867.31,200,0.03,1140.09,2381.52,153,47,52,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,952515000000000.0,0.38003,8,0,0,83,43,5,33,68,64,82,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1164,straight_sort,0.406513333,34.67,24,32,42277.54,210,0.03,1219.54,2348.75,158,52,56,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,2.16754e+17,0.406513333,13,0,0,22,104,85,71,36,52,20,54,81,116,116,31,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1165,straight_sort,0.40084,35.48,23,32,42663.42,208,0.03,1202.52,2370.19,157,51,55,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,7.86106e+18,0.40084,12,0,0,60,113,36,3,70,65,112,100,34,95,106,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1166,straight_sort,0.35179,44.8,15,32,47280.66,190,0.02,1055.37,2626.7,148,42,47,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.35179,3,0,0,108,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1167,straight_sort,0.413963333,32.62,26,32,40504.78,212,0.03,1241.89,2250.27,159,53,58,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,0.0,0.413963333,14,0,0,66,31,44,115,98,111,22,52,86,54,35,26,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1168,straight_sort,0.41963,32.0,27,32,40284.34,214,0.03,1258.89,2238.02,160,54,59,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3720760000000.0,0.41963,15,0,0,100,89,34,60,64,103,11,10,41,43,68,88,49,78,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1169,straight_sort,0.391333333,35.64,22,32,41836.99,204,0.03,1174.0,2324.28,155,49,54,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,1688850000000000.0,0.391333333,10,0,0,102,101,108,49,113,13,25,95,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1170,straight_sort,0.357436667,43.0,16,32,46109.45,192,0.02,1072.31,2561.64,149,43,48,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,3.0,0.357436667,4,0,0,86,91,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1171,straight_sort,0.486996667,29.78,36,32,43505.07,240,0.03,1460.99,2416.95,173,67,68,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,7.72559e+18,0.486996667,28,0,0,66,64,5,43,107,107,113,62,99,19,114,61,96,85,53,65,23,7,105,103,21,8,8,4,96,82,114,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1172,straight_sort,0.41963,32.0,27,32,40284.34,214,0.03,1258.89,2238.02,160,54,59,20,3,1,3,2,0,2,2,1,5,2,2,100,0,0,1,3,0,50467023.0,0.41963,15,0,0,27,95,86,60,66,41,105,84,48,34,33,103,24,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
