,FUNCTION,BugsDelivered,ProgramLength,ProgramLevel,ProgramVolume,TotalOperators,CoverageEstimation,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,cInstr,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
1062,shell_sort,0.620626667,298,0.03,1861.88,217,100,1,3,820.0,0.620626667,0,0,-76,-113,-10,-71,-47,-82,-14,118,-24,5,2,-81,-6,110,-121,-56,61,16,32,-104,83,30,-73,107,90,81,-88,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1063,shell_sort,0.610423333,294,0.03,1831.27,213,100,1,3,916.0,0.610423333,0,0,-70,51,103,-7,-78,86,85,114,-95,43,11,-90,85,-45,89,74,-14,-43,-47,-67,-40,13,54,-102,20,61,50,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1064,shell_sort,0.586276667,286,0.03,1758.83,208,100,1,3,784.0,0.586276667,0,0,101,51,110,114,-70,-109,-45,23,7,46,4,107,124,-109,-76,-40,-110,-82,17,-27,37,27,79,-30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1065,shell_sort,0.44245,234,0.02,1327.35,178,100,1,3,49.0,0.44245,0,0,-24,72,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1066,shell_sort,0.527993333,265,0.02,1583.98,196,100,1,3,428.0,0.527993333,0,0,9,73,8,60,-8,19,-62,-59,92,-95,-115,53,82,-82,-33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1067,shell_sort,0.596526667,291,0.03,1789.58,213,100,1,3,812.0,0.596526667,0,0,-27,-12,113,50,18,-2,-66,54,-59,-12,-52,-31,-89,100,-73,40,29,89,-73,-7,-61,-116,106,-118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1068,shell_sort,0.450596667,236,0.02,1351.79,179,100,1,3,78.0,0.450596667,0,0,34,-8,116,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1069,shell_sort,0.548026667,272,0.02,1644.08,200,100,1,3,520.0,0.548026667,0,0,24,-86,115,101,20,10,113,124,47,125,-100,-70,-46,-96,-98,121,-10,-1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1070,shell_sort,0.572166667,281,0.03,1716.5,206,100,1,3,672.0,0.572166667,0,0,-126,109,38,7,111,-40,-82,-105,63,72,67,44,-20,80,-92,-25,17,109,-96,-32,-122,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1071,shell_sort,0.466363333,242,0.02,1399.09,183,100,1,3,117.0,0.466363333,0,0,11,-123,-21,-54,12,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1072,shell_sort,0.561983333,276,0.03,1685.95,202,100,1,3,592.0,0.561983333,0,0,66,-83,-52,5,124,-41,108,-37,14,-90,121,94,111,115,-84,99,-10,77,-100,100,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1073,shell_sort,0.552013333,273,0.03,1656.04,202,100,1,3,496.0,0.552013333,0,0,113,-45,-120,-74,-115,-78,126,48,89,-105,65,46,-36,-114,-39,101,-61,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1074,shell_sort,0.592426667,289,0.03,1777.28,211,100,1,3,752.0,0.592426667,0,0,101,15,-124,-62,51,-16,-18,-95,41,13,-62,67,-53,113,-117,-116,82,96,-21,-111,126,-101,25,77,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1075,shell_sort,0.54402,271,0.02,1632.06,199,100,1,3,552.0,0.54402,0,0,96,21,29,81,-124,58,61,-79,116,-37,22,-109,45,37,84,-40,-1,119,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1076,shell_sort,0.584323333,286,0.03,1752.97,210,100,1,3,712.0,0.584323333,0,0,1,-34,85,-71,-17,-12,22,-105,117,23,-39,109,-91,6,-11,-86,74,96,-57,-59,-64,-49,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1077,shell_sort,0.5581,277,0.02,1674.3,203,100,1,3,588.0,0.5581,0,0,-118,121,65,9,74,-116,-124,71,-79,65,-21,-5,-33,74,58,-111,-68,3,100,84,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1078,shell_sort,0.454636667,237,0.02,1363.91,179,100,1,3,84.0,0.454636667,0,0,-57,7,95,53,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1079,shell_sort,0.450596667,236,0.02,1351.79,179,100,1,3,70.0,0.450596667,0,0,91,104,-97,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1080,shell_sort,0.47233,244,0.02,1416.99,184,100,1,3,166.0,0.47233,0,0,69,-100,49,-105,-82,65,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1081,shell_sort,0.51604,259,0.02,1548.12,192,100,1,3,360.0,0.51604,0,0,31,92,-64,-85,-15,29,81,76,69,77,-43,5,6,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1082,shell_sort,0.44056,233,0.02,1321.68,177,100,1,3,49.0,0.44056,0,0,109,-25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1083,shell_sort,0.49207,252,0.02,1476.21,190,100,1,3,192.0,0.49207,0,0,-115,-62,-60,-65,-95,-15,71,-100,-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1084,shell_sort,0.458233333,240,0.02,1374.7,182,100,1,3,96.0,0.458233333,0,0,5,-121,-15,-72,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1085,shell_sort,0.560113333,278,0.02,1680.34,204,100,1,3,576.0,0.560113333,0,0,69,-31,-1,-25,-125,118,-44,8,125,45,-88,47,-92,-112,85,-114,117,117,59,-21,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1086,shell_sort,0.48802,251,0.02,1464.06,189,100,1,3,172.0,0.48802,0,0,-108,55,-9,-58,-30,-13,-75,-60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1087,shell_sort,0.456553333,238,0.02,1369.66,180,100,1,3,88.0,0.456553333,0,0,92,-19,-31,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1088,shell_sort,0.62459,299,0.03,1873.77,218,100,1,3,904.0,0.62459,0,0,55,44,83,-54,66,25,-107,-45,87,-59,-9,10,-86,-82,119,-104,-16,-106,-34,8,-91,-124,-2,-48,-98,-120,49,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1089,shell_sort,0.537996667,268,0.02,1613.99,198,100,1,3,464.0,0.537996667,0,0,-55,120,-22,-40,61,3,19,-110,-111,66,16,116,-117,-106,77,-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1090,shell_sort,0.556083333,276,0.02,1668.25,203,100,1,3,584.0,0.556083333,0,0,-126,-80,77,-71,41,-34,71,102,112,107,48,-34,-105,-52,33,-59,-108,-100,68,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1091,shell_sort,0.594476667,290,0.03,1783.43,212,100,1,3,792.0,0.594476667,0,0,-8,101,-44,-37,17,1,123,-80,-6,112,-48,4,-111,47,-119,-116,-117,71,90,-58,119,-52,-80,113,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1092,shell_sort,0.51206,258,0.02,1536.18,192,100,1,3,339.0,0.51206,0,0,89,-29,-80,101,38,114,-103,-125,73,-76,121,-104,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1093,shell_sort,0.58642,288,0.02,1759.26,210,100,1,3,756.0,0.58642,0,0,-20,-125,21,-13,95,44,-6,4,30,109,101,2,2,-6,123,-54,-3,20,-97,-48,-69,-109,-70,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1094,shell_sort,0.506023333,257,0.02,1518.07,192,100,1,3,299.0,0.506023333,0,0,26,105,-21,-13,-89,24,116,-124,105,-14,-99,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1095,shell_sort,0.526,264,0.02,1578.0,196,100,1,3,408.0,0.526,0,0,-20,4,-117,-17,10,90,-72,51,6,38,-35,122,-96,-92,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1096,shell_sort,0.55808,276,0.03,1674.24,203,100,1,3,580.0,0.55808,0,0,-27,32,85,24,-41,64,25,-110,-31,-126,96,-105,95,-104,-90,67,-3,99,43,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1097,shell_sort,0.46039,240,0.02,1381.17,182,100,1,3,100.0,0.46039,0,0,-21,31,-72,-54,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1098,shell_sort,0.476353333,245,0.02,1429.06,184,100,1,3,179.0,0.476353333,0,0,121,-85,93,-15,13,38,6,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1099,shell_sort,0.60671,295,0.03,1820.13,215,100,1,3,948.0,0.60671,0,0,81,108,-69,-112,100,-29,44,-84,15,0,9,37,-115,66,-112,-38,-46,-51,79,-120,-22,-105,24,115,-34,-5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.1040537
1100,straight_sort,0.425296667,216,0.03,1275.89,161,100,1,3,1.20722e+17,0.425296667,0,0,84,109,67,95,5,43,110,25,75,100,98,74,17,31,90,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1101,straight_sort,0.456,228,0.03,1368.0,167,100,1,3,3331.0,0.456,0,0,114,51,19,69,40,49,90,69,38,62,50,45,44,3,110,38,106,60,65,104,41,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1102,straight_sort,0.38383,202,0.03,1151.49,154,100,1,3,846696000000000.0,0.38383,0,0,55,43,87,63,55,108,113,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1103,straight_sort,0.346143333,188,0.02,1038.43,147,100,1,3,16.0,0.346143333,0,0,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1104,straight_sort,0.357436667,192,0.02,1072.31,149,100,1,3,119950000000000.0,0.357436667,0,0,26,14,112,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1105,straight_sort,0.38383,202,0.03,1151.49,154,100,1,3,6597070000000.0,0.38383,0,0,13,76,61,3,109,113,76,57,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1106,straight_sort,0.363083333,194,0.02,1089.25,150,100,1,3,0.0,0.363083333,0,0,108,45,46,10,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1107,straight_sort,0.44061,222,0.03,1321.83,164,100,1,3,468555000000.0,0.44061,0,0,22,72,29,27,40,84,18,57,36,113,25,48,15,42,109,114,98,86,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1108,straight_sort,0.474823333,234,0.04,1424.47,170,100,1,3,0.0,0.474823333,0,0,71,63,53,55,27,49,92,80,98,20,106,46,68,101,7,19,94,113,44,105,6,111,111,60,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1109,straight_sort,0.372493333,198,0.02,1117.48,152,100,1,3,6.94746e+18,0.372493333,0,0,69,104,43,103,84,69,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1110,straight_sort,0.46,230,0.03,1380.0,168,100,1,3,12919555075.0,0.46,0,0,55,5,21,92,84,20,22,38,112,53,25,81,92,49,31,7,90,15,52,13,84,64,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1111,straight_sort,0.44458,224,0.03,1333.74,165,100,1,3,0.0,0.44458,0,0,59,49,34,91,91,30,79,64,105,40,53,48,7,101,100,14,100,43,92,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1112,straight_sort,0.45252,228,0.03,1357.56,167,100,1,3,0.0,0.45252,0,0,65,89,21,12,89,23,9,77,67,90,116,116,8,50,49,23,66,65,46,30,10,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1113,straight_sort,0.45029,226,0.03,1350.87,166,100,1,3,1.20722e+17,0.45029,0,0,83,29,97,86,46,23,102,58,37,96,26,102,95,19,55,73,72,99,35,37,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1114,straight_sort,0.368733333,196,0.03,1106.2,151,100,1,3,1830294831.0,0.368733333,0,0,30,8,24,32,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1115,straight_sort,0.366826667,196,0.02,1100.48,151,100,1,3,926688000000.0,0.366826667,0,0,67,71,52,63,58,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1116,straight_sort,0.37438,198,0.03,1123.14,152,100,1,3,25234179.0,0.37438,0,0,91,18,115,95,112,116,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1117,straight_sort,0.448,224,0.03,1344.0,165,100,1,3,297367000000000.0,0.448,0,0,57,66,94,6,89,19,34,5,102,92,22,55,77,53,31,52,45,91,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1118,straight_sort,0.368733333,196,0.03,1106.2,151,100,1,3,72.0,0.368733333,0,0,21,93,58,111,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1119,straight_sort,0.423856667,218,0.03,1271.57,162,100,1,3,3.60288e+17,0.423856667,0,0,90,72,17,27,46,28,27,15,3,3,96,43,41,8,28,9,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1120,straight_sort,0.413963333,212,0.03,1241.89,159,100,1,3,3331.0,0.413963333,0,0,107,61,88,5,17,2,42,57,54,19,66,91,96,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1121,straight_sort,0.446783333,226,0.03,1340.35,166,100,1,3,0.0,0.446783333,0,0,80,62,65,51,26,38,42,65,111,2,69,96,75,69,58,9,78,63,42,51,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1122,straight_sort,0.4577,228,0.03,1373.1,167,100,1,3,20993802243.0,0.4577,0,0,55,66,96,38,43,55,11,56,103,2,88,107,81,18,35,42,41,115,48,21,65,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1123,straight_sort,0.471463333,234,0.03,1414.39,170,100,1,3,1688850000000000.0,0.471463333,0,0,49,24,13,46,49,51,74,88,104,93,37,91,88,73,10,78,20,62,115,49,97,26,85,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1124,straight_sort,0.452,226,0.03,1356.0,166,100,1,3,50467023.0,0.452,0,0,35,67,57,76,54,94,44,67,110,56,61,111,71,31,41,69,24,39,60,115,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1125,straight_sort,0.42355,216,0.03,1270.65,161,100,1,3,7.86106e+18,0.42355,0,0,44,77,36,51,89,81,55,94,89,78,22,6,59,87,12,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1126,straight_sort,0.438873333,222,0.03,1316.62,164,100,1,3,3.0,0.438873333,0,0,87,108,70,48,78,100,11,98,23,65,58,41,11,97,46,47,21,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1127,straight_sort,0.41608,214,0.03,1248.24,160,100,1,3,56774339.0,0.41608,0,0,91,97,101,12,24,51,23,45,36,5,14,14,33,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1128,straight_sort,0.433173333,220,0.03,1299.52,163,100,1,3,5374410000000.0,0.433173333,0,0,61,57,91,48,99,30,32,26,47,38,27,50,45,106,91,42,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1129,straight_sort,0.461713333,230,0.03,1385.14,168,100,1,3,0.0,0.461713333,0,0,106,29,39,77,62,26,16,104,48,62,62,3,72,96,24,64,99,76,17,103,52,115,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1130,straight_sort,0.43664,220,0.03,1309.92,163,100,1,3,0.0,0.43664,0,0,49,89,75,105,52,112,71,17,108,101,33,80,51,83,58,67,19,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1131,straight_sort,0.391333333,204,0.03,1174.0,155,100,1,3,0.0,0.391333333,0,0,85,31,37,43,91,15,110,20,67,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1132,straight_sort,0.425296667,216,0.03,1275.89,161,100,1,3,0.0,0.425296667,0,0,53,62,97,85,40,25,33,57,2,21,11,45,99,17,87,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1133,straight_sort,0.453686667,226,0.03,1361.06,166,100,1,3,12919555075.0,0.453686667,0,0,80,32,37,108,109,107,45,86,58,115,22,67,71,106,33,4,5,35,70,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1134,straight_sort,0.378163333,200,0.03,1134.49,153,100,1,3,119950000000000.0,0.378163333,0,0,25,17,6,87,14,76,87,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1135,straight_sort,0.474823333,234,0.04,1424.47,170,100,1,3,0.0,0.474823333,0,0,80,46,77,103,43,79,12,54,107,3,28,100,48,112,9,111,4,95,83,65,54,71,10,52,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1136,straight_sort,0.44458,224,0.03,1333.74,165,100,1,3,468555000000.0,0.44458,0,0,30,54,53,53,90,59,97,7,28,55,112,74,66,74,105,11,95,15,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1137,straight_sort,0.346143333,188,0.02,1038.43,147,100,1,3,16.0,0.346143333,0,0,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1138,straight_sort,0.43664,220,0.03,1309.92,163,100,1,3,0.0,0.43664,0,0,68,96,94,73,92,22,54,43,69,97,12,2,108,11,64,116,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
1139,straight_sort,0.49198,240,0.04,1475.94,173,100,1,3,0.0,0.49198,0,0,34,69,13,98,42,114,103,4,30,105,106,66,107,41,113,15,41,78,49,77,71,19,104,35,70,45,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1134163
